bnf_key,bnf_code_branded,bnf_name_branded,drug_dressing_appliances_branded,form_branded,dosage_branded,chem_name_branded,nic_sum_branded,items_sum_branded,nic_per_item_branded,bnf_code_generic,bnf_name_generic,drug_dressing_appliances_generic,form_generic,dosage_generic,chem_name_generic,nic_sum_generic,items_sum_generic,nic_per_item_generic,diff_branded_to_generic
0407020B0AF,0407020B0BGABAF,Hapoctasin_Patch 52.5mcg/hr,Hapoctasin,Patch,52.5mcg/hr,Buprenorphine,434.02,13,33.386153846153846,0407020B0AAAFAF,Buprenorphine_Patch 52.5mcg/hr (96hr),Buprenorphine,Patch,52.5mcg/hr (96hr),Buprenorphine,3793.62,92,41.235,-7.848846153846154
0408010Z0AA,0408010Z0BBAAAA,Epanutin_Susp 30mg/5ml,Epanutin,Susp,30mg/5ml,Phenytoin,162.09,13,12.468461538461538,0408010Z0AAAAAA,Phenytoin_Oral Susp 30mg/5ml,Phenytoin,Oral,Susp 30mg/5ml,Phenytoin,842.81,88,9.577386363636363,2.8910751748251755
0411000E0AG,0411000E0BBAGAG,Exelon_Transdermal Patch 9.5mg/24hrs,Exelon,Transdermal,Patch 9.5mg/24hrs,Rivastigmine,930.43,13,71.57153846153845,0411000E0AAAGAG,Rivastigmine_TransdermalPatch9.5mg/24hrs,Rivastigmine,TransdermalPatch9.5mg/24hrs,NA,Rivastigmine,9444.16,327,28.881223241590213,42.69031521994824
0601011N0AZ,0601011N0BCAHAZ,Ins Hypurin Pore Neutral_100u/ml 3mlCart,Ins Hypurin Pore Neutral,100u/ml,3mlCart,Soluble Insulin (Neutral Insulin),1136.19,13,87.39923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601012D0AI,0601012D0BEAGAI,Ins Hypurin Pore 30/70 Mix_10ml Vl,Ins Hypurin Pore 30/70 Mix,10ml,Vl,Biphasic Isophane Insulin,1627.6,13,125.19999999999999,0601012D0AAAIAI,Ins Bip Isop30/70_Inj(Pore)100u/ml10mlVl,Ins Bip Isop30/70,Inj(Pore)100u/ml10mlVl,NA,Biphasic Isophane Insulin,125.2,1,125.2,-1.4210854715202004e-14
0601060D0A0,0601060D0BHACA0,OneTouch Vita (Reagent)_Strips,OneTouch Vita (Reagent),Strips,NA,Glucose Blood Testing Reagents,222.15,13,17.088461538461537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601060D0A0,0601060D0CZAAA0,SuperCheck 2 (Reagent)_Strips,SuperCheck 2 (Reagent),Strips,NA,Glucose Blood Testing Reagents,246.21,13,18.939230769230768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0604011L0BH,0604011L0BUAABH,Novofem_C/Pk Tab,Novofem,C/Pk,Tab,Estradiol with Progestogen,140.97,13,10.843846153846155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0702020F0AF,0702020F0BBARAF,Canesten_Soft Gel Pess 500mg,Canesten,Soft,Gel Pess 500mg,Clotrimazole,202.71,13,15.593076923076923,0702020F0AAAFAF,Clotrimazole_Pess 500mg,Clotrimazole,Pess,500mg,Clotrimazole,4009.14,592,6.7721959459459455,8.820880977130978
0703010F0AJ,0703010F0CFAAAJ,Yacella_Tab 30mcg/3mg,Yacella,Tab,30mcg/3mg,Combined Ethinylestradiol 30mcg,141.1,13,10.853846153846153,0703010F0AAAJAJ,Ethinylestr/Drospirenone_Tab 30mcg/3mg,Ethinylestr/Drospirenone,Tab,30mcg/3mg,Combined Ethinylestradiol 30mcg,5188.4,245,21.177142857142854,-10.323296703296702
0704010U0AA,0704010U0BRAAAA,Pinexel PR_Cap 400mg,Pinexel PR,Cap,400mg,Tamsulosin Hydrochloride,37.16,13,2.858461538461538,0704010U0AAAAAA,Tamsulosin HCl_Cap 400mcg M/R,Tamsulosin HCl,Cap,400mcg M/R,Tamsulosin Hydrochloride,119633.21,29147,4.104477647785364,-1.246016109323826
0704020N0AB,0704020N0BBABAB,Detrusitol_Tab 2mg,Detrusitol,Tab,2mg,Tolterodine,412.56,13,31.735384615384614,0704020N0AAABAB,Tolterodine_Tab 2mg,Tolterodine,Tab,2mg,Tolterodine,6365.05,2219,2.868431726002704,28.86695288938191
090401000A0,090401000BBMWA0,PKU cooler 20_Liq (5 Flav),PKU cooler 20,Liq,(5 Flav),Other Food For Special Diet Preps,8964.48,13,689.5753846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010W0AE,0904010W0BJAAAE,Mevalia_L/P Chocotino Bars,Mevalia,L/P,Chocotino Bars,Low Protein Biscuits,108.02000000000001,13,8.30923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBJLA0,Pro-Cal_Pdr Sach 15g,Pro-Cal,Pdr,Sach 15g,Enteral Nutrition,339.5,13,26.115384615384617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBSAA0,Fresubin 2250_Complete Liq Feed,Fresubin 2250,Complete,Liq Feed,Enteral Nutrition,4907.84,13,377.5261538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBSEA0,Jevity Plus HP_Liq,Jevity Plus HP,Liq,NA,Enteral Nutrition,3762,13,289.38461538461536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBWPA0,Meritene Energis_SoupPdrSach 50g(Chkn),Meritene Energis,SoupPdrSach,50g(Chkn),Enteral Nutrition,428.54,13,32.964615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBXWA0,Fresubin 2Kcal Mini_Drink (3 Flav),Fresubin 2Kcal Mini,Drink,(3 Flav),Enteral Nutrition,624.06,13,48.00461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0906040G0DR,0906040G0CEADDR,Bio-Vitamin D3_Cap 20 000u,Bio-Vitamin D3,Cap,20 000u,Colecalciferol,44.29,13,3.4069230769230767,0906040G0AADRDR,Colecal_Cap 20 000u,Colecal,Cap,20 000u,Colecalciferol,8663.69,748,11.582473262032087,-8.17555018510901
0906060Q0AS,0906060Q0BBAGAS,Konakion MM Paed_Oral/IM/IV 2mg/0.2ml Am,Konakion MM Paed,Oral/IM/IV,2mg/0.2ml Am,Phytomenadione,48.98,13,3.7676923076923075,0906060Q0AAASAS,Phytomenadione_Oral/IM/IV 2mg/0.2ml Amp,Phytomenadione,Oral/IM/IV,2mg/0.2ml Amp,Phytomenadione,228.88,17,13.463529411764705,-9.695837104072398
091104000A0,091104000BBNTA0,Bio-Kult_Cap,Bio-Kult,Cap,NA,Other Digestive Aid Preps,90.92,13,6.993846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001010C0AL,1001010C0CJACAL,Fenactol SR_Tab 75mg,Fenactol SR,Tab,75mg,Diclofenac Sodium,138.73,13,10.67153846153846,1001010C0AAALAL,Diclofenac Sod_Tab 75mg M/R,Diclofenac Sod,Tab,75mg M/R,Diclofenac Sodium,2252.1,203,11.094088669950738,-0.422550208412277
1103010B0AA,1103010B0BBAAAA,Ciloxan_Eye Dps 0.3%,Ciloxan,Eye,Dps 0.3%,Ciprofloxacin,61.1,13,4.7,1103010B0AAAAAA,Ciprofloxacin_Eye Dps 0.3%,Ciprofloxacin,Eye,Dps 0.3%,Ciprofloxacin,2345.3,435,5.391494252873564,-0.6914942528735635
1203010K0AB,1203010K0BBABAB,Bonjela_Cool Mint Gel 8.7% S/F,Bonjela,Cool,Mint Gel 8.7% S/F,Choline Salicylate,49.699999999999996,13,3.823076923076923,1203010K0AAABAB,Choline Sal_Dental Gel 8.7% S/F,Choline Sal,Dental,Gel 8.7% S/F,Choline Salicylate,108.36,35,3.096,0.7270769230769227
1307000M0BM,1307000M0BXABBM,Bazuka_Gel Ex Strgh 26% + Applic,Bazuka,Gel,Ex Strgh 26% + Applic,Salicylic Acid,55.300000000000004,13,4.253846153846154,1307000M0AABMBM,Salic Acid_Gel 26%,Salic Acid,Gel,26%,Salicylic Acid,331.8,71,4.673239436619719,-0.4193932827735649
1310012K0AR,1310012K0BEAAAR,Anabact_Gel 0.75%,Anabact,Gel,0.75%,Metronidazole,76.25999999999999,13,5.866153846153845,1310012K0AAARAR,Metronidazole_Gel 0.75%,Metronidazole,Gel,0.75%,Metronidazole,7180.38,391,18.364143222506396,-12.49798937635255
1404000G0AF,1404000G0BEADAF,HBVAXPRO_Vac 10mcg/ml 0.5ml Pfs,HBVAXPRO,Vac,10mcg/ml 0.5ml Pfs,Hepatitis B,116.35,13,8.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502010J0BY,1502010J0BUAABY,Denela_Crm 5%,Denela,Crm,5%,Lidocaine Hydrochloride,345.09,13,26.545384615384613,1502010J0AABYBY,Lido HCl/Prilocaine_Crm 2.5%/2.5%,Lido HCl/Prilocaine,Crm,2.5%/2.5%,Lidocaine Hydrochloride,2133.88,158,13.505569620253166,13.039814995131447
190203000A0,190203000BBAAA0,Homeopathic Preparation - Proprietary,Homeopathic Preparation - Proprietary,NA,NA,Other Homeopathic Preps,797.4000000000001,13,61.338461538461544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190205500A0,190205500BCMIA0,Senset_Skin Cleansing Foam Aero 150ml,Senset,Skin,Cleansing Foam Aero 150ml,Other Toiletry Preps,25.2,13,1.9384615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0103010T0AP,0103010T0BBAHAP,Zantac 75_Tab 75mg,Zantac 75,Tab,75mg,Ranitidine Hydrochloride,282.58,12,23.548333333333332,0103010T0AAAPAP,Ranitidine HCl_Tab 75mg,Ranitidine HCl,Tab,75mg,Ranitidine Hydrochloride,774.9399999999999,104,7.451346153846154,16.09698717948718
0105020A0AA,0105020A0BBAAAA,Entocort CR_Cap 3mg (E/C M/R Gran),Entocort CR,Cap,3mg (E/C M/R Gran),Budesonide,1009.8000000000001,12,84.15,0105020A0AAAAAA,Budesonide_Cap 3mg (E/C M/R Gran),Budesonide,Cap,3mg (E/C M/R Gran),Budesonide,3618.4500000000003,41,88.2548780487805,-4.104878048780492
0205052Q0AB,0205052Q0BBABAB,Micardis_Tab 80mg,Micardis,Tab,80mg,Telmisartan,323,12,26.916666666666668,0205052Q0AAABAB,Telmisartan_Tab 80mg,Telmisartan,Tab,80mg,Telmisartan,1061.3400000000001,639,1.6609389671361505,25.255727699530517
0205052R0AB,0205052R0BBABAB,MicardisPlus_Tab 80mg/12.5mg,MicardisPlus,Tab,80mg/12.5mg,Telmisartan with Diuretic,357,12,29.75,0205052R0AAABAB,Telmisartan/Hydchloroth_Tab 80mg/12.5mg,Telmisartan/Hydchloroth,Tab,80mg/12.5mg,Telmisartan with Diuretic,1717,69,24.884057971014492,4.865942028985508
0205053A0AA,0205053A0BBAAAA,Rasilez_Tab 150mg,Rasilez,Tab,150mg,Aliskiren,312.89,12,26.074166666666667,0205053A0AAAAAA,Aliskiren_Tab 150mg,Aliskiren,Tab,150mg,Aliskiren,1760.5400000000002,56,31.438214285714288,-5.364047619047621
0206010F0BI,0206010F0BKABBI,Transiderm-Nitro 10_Patch,Transiderm-Nitro 10,Patch,NA,Glyceryl Trinitrate,338.96,12,28.246666666666666,0206010F0AABIBI,Glyceryl Trinit_Patch 10mg/24hrs,Glyceryl Trinit,Patch,10mg/24hrs,Glyceryl Trinitrate,636.71,37,17.20837837837838,11.038288288288285
0206020C0AE,0206020C0BVACAE,Zemret 300 XL_Cap 300mg,Zemret 300 XL,Cap,300mg,Diltiazem Hydrochloride,84,12,7,0206020C0AAAEAE,Diltiazem HCl_Cap 300mg M/R,Diltiazem HCl,Cap,300mg M/R,Diltiazem Hydrochloride,711.77,74,9.618513513513513,-2.6185135135135127
0206020F0AB,0206020F0BEAAAB,Felotens XL_Tab 5mg,Felotens XL,Tab,5mg,Felodipine,63.489999999999995,12,5.290833333333333,0206020F0AAABAB,Felodipine_Tab 5mg M/R,Felodipine,Tab,5mg M/R,Felodipine,29187.74,5503,5.3039687443212795,-0.013135410987946905
0206020R0AP,0206020R0CJABAP,Nidef_Tab 60mg M/R,Nidef,Tab,60mg M/R,Nifedipine,60.919999999999995,12,5.076666666666666,0206020R0AAAPAP,Nifedipine_Tab 60mg M/R,Nifedipine,Tab,60mg M/R,Nifedipine,1063.34,92,11.558043478260869,-6.4813768115942025
0302000U0AB,0302000U0BBABAB,Alvesco 160_Inh 160mcg (120 D) CFF,Alvesco 160,Inh,160mcg (120 D) CFF,Ciclesonide,463.43999999999994,12,38.62,0302000U0AAABAB,Ciclesonide_Inh 160mcg (120 D) CFF,Ciclesonide,Inh,160mcg (120 D) CFF,Ciclesonide,1506.1799999999998,38,39.63631578947368,-1.0163157894736798
0302000U0AC,0302000U0BBACAC,Alvesco 160_Inh 160mcg (60 D) CFF,Alvesco 160,Inh,160mcg (60 D) CFF,Ciclesonide,308.96,12,25.746666666666666,0302000U0AAACAC,Ciclesonide_Inh 160mcg (60 D) CFF,Ciclesonide,Inh,160mcg (60 D) CFF,Ciclesonide,1776.52,74,24.00702702702703,1.7396396396396376
0304010ABAD,0304010ABBBACAD,Neoclarityn_Oral Soln 2.5mg/5ml,Neoclarityn,Oral,Soln 2.5mg/5ml,Desloratadine,138.74,12,11.561666666666667,0304010ABAAADAD,Desloratadine_Oral Soln 2.5mg/5ml S/F,Desloratadine,Oral,Soln 2.5mg/5ml S/F,Desloratadine,778.92,78,9.986153846153845,1.575512820512822
0307000C0AR,0307000C0BNAAAR,NACSYS_Tab Eff 600mg,NACSYS,Tab,Eff 600mg,Acetylcysteine,56.82,12,4.735,0307000C0AAARAR,Acetylcy_Tab Eff 600mg S/F,Acetylcy,Tab,Eff 600mg S/F,Acetylcysteine,292.5,1,292.5,-287.765
0402030P0AI,0402030P0BCAAAI,Priadel_Liq 520mg/5ml S/F,Priadel,Liq,520mg/5ml S/F,Lithium Citrate,197.41,12,16.450833333333332,0402030P0AAAIAI,Lithium Cit_Oral Soln 520mg/5ml S/F,Lithium Cit,Oral,Soln 520mg/5ml S/F,Lithium Citrate,88.13,5,17.625999999999998,-1.1751666666666658
0404000M0AN,0404000M0BKACAN,Xaggitin XL_Tab 36mg,Xaggitin XL,Tab,36mg,Methylphenidate Hydrochloride,339.52,12,28.293333333333333,0404000M0AAANAN,Methylphenidate HCl_Tab 36mg M/R,Methylphenidate HCl,Tab,36mg M/R,Methylphenidate Hydrochloride,3086.16,63,48.986666666666665,-20.69333333333333
0404000V0AA,0404000V0BBAAAA,Intuniv_Tab 3mg M/R,Intuniv,Tab,3mg M/R,Guanfacine,1130.22,12,94.185,0404000V0AAAAAA,Guanfacine_Tab 3mg M/R,Guanfacine,Tab,3mg M/R,Guanfacine,524.16,6,87.36,6.825000000000003
040702040AC,040702040BBACAC,Zydol SR_Tab 100mg,Zydol SR,Tab,100mg,Tramadol Hydrochloride,253.13,12,21.094166666666666,040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol HCl,Tab,100mg M/R,Tramadol Hydrochloride,9896.13,555,17.830864864864864,3.263301801801802
0407020Q0CV,0407020Q0BBAFCV,MST Continus_Susp Gran Sach 20mg,MST Continus,Susp,Gran Sach 20mg,Morphine Sulfate,337.56,12,28.13,0407020Q0AACVCV,Morph Sulf_Gran Sach 20mg M/R S/F,Morph Sulf,Gran,Sach 20mg M/R S/F,Morphine Sulfate,666.93,16,41.683125,-13.553124999999998
0407041Z0AD,0407041Z0BBADAD,Zomig_Rapimelt Orodisper Tab 5mg,Zomig,Rapimelt,Orodisper Tab 5mg,Zolmitriptan,574.5600000000001,12,47.88,0407041Z0AAADAD,Zolmitriptan_Orodisper Tab 5mg S/F,Zolmitriptan,Orodisper,Tab 5mg S/F,Zolmitriptan,2299.55,98,23.464795918367347,24.415204081632655
040801050AV,040801050BBAFAV,Topamax_Sprinkle Cap 25mg,Topamax,Sprinkle,Cap 25mg,Topiramate,357.09,12,29.757499999999997,040801050AAAVAV,Topiramate_Cap 25mg,Topiramate,Cap,25mg,Topiramate,2682.19,145,18.497862068965517,11.25963793103448
0408010AEAD,0408010AEBCAAAD,Rewisca_Cap 100mg,Rewisca,Cap,100mg,Pregabalin,52.96,12,4.413333333333333,0408010AEAAADAD,Pregabalin_Cap 100mg,Pregabalin,Cap,100mg,Pregabalin,12985.67,3488,3.722955848623853,0.6903774847094799
0408010C0AC,0408010C0BFADAC,Carbagen_Tab 200mg,Carbagen,Tab,200mg,Carbamazepine,183.37,12,15.280833333333334,0408010C0AAACAC,Carbamazepine_Tab 200mg,Carbamazepine,Tab,200mg,Carbamazepine,3900.76,1341,2.9088441461595824,12.371989187173751
0408010W0BX,0408010W0BBAQBX,Epilim Chronosphere_Gran Sach 250mg M/R,Epilim Chronosphere,Gran,Sach 250mg M/R,Sodium Valproate,620,12,51.666666666666664,0408010W0AABXBX,Sod Valpr_Gran Sach 250mg M/R S/F,Sod Valpr,Gran,Sach 250mg M/R S/F,Sodium Valproate,326,6,54.333333333333336,-2.6666666666666714
0408010W0BQ,0408010W0BIABBQ,Episenta_Cap 150mg M/R,Episenta,Cap,150mg M/R,Sodium Valproate,105,12,8.75,0408010W0AABQBQ,Sod Valpr_Cap 150mg M/R,Sod Valpr,Cap,150mg M/R,Sodium Valproate,56,8,7,1.75
0409010H0AM,0409010H0BIAEAM,Ipinnia XL_Tab 8mg,Ipinnia XL,Tab,8mg,Ropinirole Hydrochloride,397.95,12,33.1625,0409010H0AAAMAM,Ropinirole HCl_Tab 8mg M/R,Ropinirole HCl,Tab,8mg M/R,Ropinirole Hydrochloride,10633.01,194,54.809329896907215,-21.646829896907214
0409010W0AJ,0409010W0BEAEAJ,Pipexus_Tab 1.57mg M/R,Pipexus,Tab,1.57mg M/R,Pramipexole,1055.64,12,87.97000000000001,0409010W0AAAJAJ,Pramipexole_Tab 1.57mg M/R,Pramipexole,Tab,1.57mg M/R,Pramipexole,2604.0299999999997,22,118.365,-30.394999999999982
0502010C0AA,0502010C0BBAAAA,Sporanox_Cap 100mg,Sporanox,Cap,100mg,Itraconazole,275.36,12,22.94666666666667,0502010C0AAAAAA,Itraconazole_Cap 100mg,Itraconazole,Cap,100mg,Itraconazole,3965.24,507,7.820986193293885,15.125680473372784
0601021M0AA,0601021M0BBAAAA,Diamicron_Tab 80mg,Diamicron,Tab,80mg,Gliclazide,59.56,12,4.963333333333334,0601021M0AAAAAA,Gliclazide_Tab 80mg,Gliclazide,Tab,80mg,Gliclazide,38967.64,20321,1.9176044485999704,3.0457288847333635
0601021M0AM,0601021M0BMAAAM,Vamju_Tab 30mg M/R,Vamju,Tab,30mg M/R,Gliclazide,34.44,12,2.8699999999999997,0601021M0AAAMAM,Gliclazide_Tab 30mg M/R,Gliclazide,Tab,30mg M/R,Gliclazide,14232.92,2210,6.440235294117647,-3.5702352941176474
0601023W0AA,0601023W0BBAAAA,Competact_Tab 15mg/850mg,Competact,Tab,15mg/850mg,Metformin Hydrochloride/Pioglitazone,538.35,12,44.862500000000004,0601023W0AAAAAA,Pioglitazone/Metformin HCl_Tab15mg/850mg,Pioglitazone/Metformin HCl,Tab15mg/850mg,NA,Metformin Hydrochloride/Pioglitazone,5078.43,111,45.751621621621624,-0.8891216216216193
0604011G0BP,0604011G0BKACBP,FemSeven 100_Patch 100mcg/24hrs,FemSeven 100,Patch,100mcg/24hrs,Estradiol,262.08,12,21.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0605020E0AQ,0605020E0BCABAQ,Desmospray_I/Nsl Spy 10mcg (60D) 6ml,Desmospray,I/Nsl,Spy 10mcg (60D) 6ml,Desmopressin Acetate,850.6800000000001,12,70.89,0605020E0AAAQAQ,Desmopressin Acet_I/Nsl Spy 10mcg (60 D),Desmopressin Acet,I/Nsl,Spy 10mcg (60 D),Desmopressin Acetate,6921.8099999999995,130,53.244692307692304,17.645307692307696
0702020F0AK,0702020F0BBAQAK,Canesten_Combi Soft Gel Pess 500mg/Crm2%,Canesten,Combi,Soft Gel Pess 500mg/Crm2%,Clotrimazole,68.76,12,5.73,0702020F0AAAKAK,Clotrimazole_Pess 500mg/Crm 2%,Clotrimazole,Pess,500mg/Crm 2%,Clotrimazole,6533.34,1204,5.426362126245848,0.30363787375415274
0703010F0AJ,0703010F0CHAAAJ,Yiznell_Tab 30mcg/3mg,Yiznell,Tab,30mcg/3mg,Combined Ethinylestradiol 30mcg,157.70000000000002,12,13.141666666666667,0703010F0AAAJAJ,Ethinylestr/Drospirenone_Tab 30mcg/3mg,Ethinylestr/Drospirenone,Tab,30mcg/3mg,Combined Ethinylestradiol 30mcg,5188.4,245,21.177142857142854,-8.035476190476187
0703010S0AA,0703010S0BBAAAA,Zoely_Tab 2.5mg/1.5mg,Zoely,Tab,2.5mg/1.5mg,Estradiol & Nomegestrol,311.85,12,25.9875,0703010S0AAAAAA,Estradiol/Nomegestrol_Tab 1.5mg/2.5mg,Estradiol/Nomegestrol,Tab,1.5mg/2.5mg,Estradiol & Nomegestrol,125.4,5,25.080000000000002,0.9074999999999989
0803041L0AA,0803041L0BBAAAA,Femara_Tab 2.5mg,Femara,Tab,2.5mg,Letrozole,1321.38,12,110.11500000000001,0803041L0AAAAAA,Letrozole_Tab 2.5mg,Letrozole,Tab,2.5mg,Letrozole,7215.5,3617,1.9948852640309649,108.12011473596904
090401000AR,090401000BBBLAR,Liquigen_Emuls,Liquigen,Emuls,NA,Other Food For Special Diet Preps,1854.61,12,154.55083333333332,090401000AAARAR,Medium Chain Triglycerides_Oil,Medium Chain Triglycerides,Oil,NA,Other Food For Special Diet Preps,61.6,1,61.6,92.95083333333332
090401000AR,090401000BBDBAR,M.C.T._Oil,M.C.T.,Oil,NA,Other Food For Special Diet Preps,446.6,12,37.21666666666667,090401000AAARAR,Medium Chain Triglycerides_Oil,Medium Chain Triglycerides,Oil,NA,Other Food For Special Diet Preps,61.6,1,61.6,-24.383333333333333
090401000A0,090401000BBUKA0,PKU sphere20_Pdr Sach 35g (Red Berry),PKU sphere20,Pdr,Sach 35g (Red Berry),Other Food For Special Diet Preps,8231.25,12,685.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401080BD,090401080BLAABD,Juvela_G/F W/F Lasagne,Juvela,G/F,W/F Lasagne,Gluten Free/Wheat Free Pasta,69.92,12,5.826666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010ACAC,0904010ACBIAAAC,Juvela_G/F W/F Flakes,Juvela,G/F,W/F Flakes,Gluten Free/Wheat Free Cereals,75.06,12,6.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010F0AA,0904010F0BGABAA,Mevalia_G/F L/P Ciabattine,Mevalia,G/F,L/P Ciabattine,Gluten Free/Low Protein Bread,114.92,12,9.576666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010H0AA,0904010H0BDAJAA,Juvela_G/F Loaf P/Bke,Juvela,G/F,Loaf P/Bke,Gluten Free Bread,217.25,12,18.104166666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010H0AA,0904010H0BDAPAA,Juvela_G/F Fresh Fibre Roll,Juvela,G/F,Fresh Fibre Roll,Gluten Free Bread,327.08,12,27.256666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBBDA0,Jevity_Liq,Jevity,Liq,NA,Enteral Nutrition,3346.6,12,278.8833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBRJA0,Nutrini Peptisorb_Liq,Nutrini Peptisorb,Liq,NA,Enteral Nutrition,5026.42,12,418.86833333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090501300A0,090501300BBFBA0,Lamb_MagAsorb Tab 150mg (8239),Lamb,MagAsorb,Tab 150mg (8239),Other Magnesium Preps,40.95,12,3.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0906040G0AN,0906040G0BWAUAN,SunVit-D3_Cap 800u,SunVit-D3,Cap,800u,Colecalciferol,35.73,12,2.9774999999999996,0906040G0AAANAN,Colecal_Cap 800u,Colecal,Cap,800u,Colecalciferol,14810.92,3732,3.9686280814576635,-0.991128081457664
1104020Y0AA,1104020Y0BBAAAA,Zaditen_Eye Dps 250mcg/ml,Zaditen,Eye,Dps 250mcg/ml,Ketotifen Fumarate,132.6,12,11.049999999999999,1104020Y0AAAAAA,Ketotifen Fumar_Eye Dps 250mcg/ml,Ketotifen Fumar,Eye,Dps 250mcg/ml,Ketotifen Fumarate,405.59999999999997,44,9.218181818181817,1.831818181818182
1303000AAAA,1303000AABCAAAA,Dermacool_Crm 0.5%,Dermacool,Crm,0.5%,Menthol,174.76,12,14.563333333333333,1303000AAAAAAAA,Menthol In Aq_Crm 0.5%,Menthol In Aq,Crm,0.5%,Menthol,1028.48,63,16.325079365079365,-1.761746031746032
1304000V0CM,1304000V0CCAFCM,Terra-Cortril_Oint (Intrapharm Labs Ltd),Terra-Cortril,Oint,(Intrapharm Labs Ltd),Hydrocortisone,65.13,12,5.427499999999999,1304000V0AACMCM,Hydrocort/Oxytetracycline HCl_Oint 1%/3%,Hydrocort/Oxytetracycline HCl,Oint,1%/3%,Hydrocortisone,50.099999999999994,8,6.262499999999999,-0.835
1304000W0BD,1304000W0BBAGBD,Locoid Crelo_Top Emuls 0.1%,Locoid Crelo,Top,Emuls 0.1%,Hydrocortisone Butyrate,130.02,12,10.835,1304000W0AABDBD,Hydrocort But_Emuls 0.1%,Hydrocort But,Emuls,0.1%,Hydrocortisone Butyrate,5.91,1,5.91,4.925000000000001
1307000M0BA,1307000M0BTAABA,Occlusal_Soln 26%,Occlusal,Soln,26%,Salicylic Acid,42.72,12,3.56,1307000M0AABABA,Salic Acid_Soln 26%,Salic Acid,Soln,26%,Salicylic Acid,231.4,57,4.059649122807017,-0.49964912280701723
130801000A0,130801000BBMAA0,Sunsense_Toddler Suncare Milk Spf 50+,Sunsense,Toddler,Suncare Milk Spf 50+,Other Sunscreening Preps,136.51000000000002,12,11.375833333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310020A0AA,1310020A0BBACAA,Loceryl_Nail Lacquer Kit 5% 2.5ml,Loceryl,Nail,Lacquer Kit 5% 2.5ml,Amorolfine Hydrochloride,94.38,12,7.864999999999999,1310020A0AAAAAA,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,Amorolfine HCl,Nail,Lacquer Kit 5% 5ml,Amorolfine Hydrochloride,4042.58,694,5.825043227665706,2.0399567723342935
1310050H0AA,1310050H0BBABAA,Crystacide_Crm 1%,Crystacide,Crm,1%,Hydrogen Peroxide,107.49,12,8.9575,1310050H0AAAAAA,Hydrogen Per_Crm 1%,Hydrogen Per,Crm,1%,Hydrogen Peroxide,40.35,5,8.07,0.8874999999999993
0101010R0AH,0101010R0BFABAH,Wind-Eze_Gelcap 125mg,Wind-Eze,Gelcap,125mg,Simeticone,92.69,11,8.426363636363636,0101010R0AAAHAH,Simeticone_Cap 125mg,Simeticone,Cap,125mg,Simeticone,236.59,26,9.099615384615385,-0.673251748251749
0106020C0AE,0106020C0BDACAE,Dulcolax_Suppos Adult 10mg,Dulcolax,Suppos,Adult 10mg,Bisacodyl,58.75,11,5.340909090909091,0106020C0AAAEAE,Bisacodyl_Suppos 10mg,Bisacodyl,Suppos,10mg,Bisacodyl,1017.5799999999999,159,6.399874213836478,-1.058965122927387
0106070A0AB,0106070A0BBABAB,Resolor_Tab 2mg,Resolor,Tab,2mg,Prucalopride,714.24,11,64.9309090909091,0106070A0AAABAB,Prucalopride_Tab 2mg,Prucalopride,Tab,2mg,Prucalopride,22041.530000000002,337,65.40513353115728,-0.4742244402481788
